caseid,weight,votereg,Q2,Q3a,Q3b,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q8_18,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10,Q12,Q18_1,Q18_2,Q18_3,Q18_6,Q21,Q22,tsmart_voter_score,tsmart_pid,tsmart_G2016_vote_type,tsmart_P2016_vote_type,tsmart_P2014_vote_type,tsmart_G2014_vote_type,tsmart_G2012_vote_type,tsmart_P2012_vote_type,tsmart_PP2012_vote_type,tsmart_match_status,tsmart_G2018,tsmart_G2018_vote_type,tsmart_P2018,tsmart_P2018_party,tsmart_P2018_vote_type,birthyr,gender,race,educ,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputstate,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1037785655,1.1642698649034,1,9,9,1,5,1,5,5,5,5,5,5,5,2,5,5,2,5,5,5,5,5,4,2,3,6,1,998,4,9,7,998,5,998,3,8,998,2,998,10,998,998,998,1,4,3,2,5,4,1,3,3,3,2,2,3,8,8,98,98,98,98,98,98,98,8, , , , , ,1987,2,2,3,5,2,3,1,1,1,45,4,3,1,2,2,1,1,11/25/2019 15:18:28,11/25/2019 16:54:26
1039262001,0.087723220808436,1,9,9,1,4,4,4,4,4,4,3,4,3,4,4,4,1,4,4,2,4,3,4,13,3,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,2,998,998,998,998,998,1,2,1,2,3,3,3,2,1,1,2,3,5,5,5,5,5,5,5,1,1,5,1,1,5,1978,1,1,3,5,1,4,4,4,4,45,1,1,9,6,2,4,7,11/25/2019 17:07:59,11/25/2019 17:13:36
1038849469,3.01907790084331,1,9,9,1,2,1,5,1,2,1,1,2,5,1,2,1,1,2,1,1,5,1,4,6,4,998,4,998,998,10,1,9,998,998,8,7,998,2,998,6,3,998,5,4,1,5,2,3,1,2,3,3,3,1,2,1,2,3,5,98,98,5,5,98,98,1,1,5,1,1,5,1979,1,1,5,1,1,12,1,1,1,45,1,1,9,6,2,4,7,11/25/2019 17:30:29,11/25/2019 17:38:48
1039628125,0.950162106312883,1,9,9,1,5,2,5,5,3,5,4,5,5,4,4,5,2,5,2,3,5,5,4,15,3,998,3,998,998,998,998,998,998,998,998,998,998,2,998,1,998,998,998,2,3,4,1,5,3,3,8,3,3,3,2,3,8,8,98,98,98,98,98,98,98,8, , , , , ,1982,2,2,3,6,4,8,1,1,1,45,3,3,1,4,2,1,2,11/25/2019 17:34:26,11/25/2019 17:41:15
1039303713,0.525319827418241,1,9,9,1,5,1,2,2,5,1,5,5,5,2,5,6,2,2,2,1,5,5,4,2,2,998,1,8,6,998,2,998,998,998,7,10,998,998,5,4,3,998,9,1,2,4,5,3,2,1,3,3,3,2,5,2,3,3,5,98,98,98,98,98,98,1,1,5,1,1,5,1953,1,2,2,1,5,3,1,2,1,45,2,2,1,4,2,2,5,11/25/2019 17:45:33,11/25/2019 18:02:36
1038418389,0.285061748712641,1,9,9,1,6,1,3,2,5,1,3,6,3,3,4,6,3,6,3,2,4,5,4,2,4,998,1,7,4,998,2,8,998,998,10,998,998,9,998,6,3,998,5,1,2,5,4,3,1,1,3,3,2,1,1,1,2,3,5,5,98,5,98,98,98,1,1,5, , , ,1996,2,1,6,5,1,4,1,1,1,45,1,1,1,1,1,1,1,11/25/2019 14:40:01,11/25/2019 18:43:30
1037645669,0.192870699997277,1,9,9,1,5,1,2,3,5,2,3,5,3,3,3,5,2,5,2,2,5,2,4,2,4,998,1,4,998,998,5,10,998,998,8,9,998,7,998,2,6,998,3,1,2,5,4,3,4,1,3,3,3,1,3,2,2,3,5,98,5,5,5,98,98,1,1,5,1,1,5,1961,2,1,6,6,1,2,1,1,1,45,3,1,10,5,2,4,7,11/24/2019 04:15:31,11/25/2019 21:14:39
1038739469,0.764134864038854,1,9,9,1,6,2,5,6,5,6,6,5,6,2,6,6,2,6,2,2,6,2,4,19,5,998,2,998,998,998,998,998,7,998,3,998,998,1,998,6,4,998,5,3,5,2,1,4,5,8,4,8,8,4,5,3,2,3,5,98,98,5,5,98,98,1,1,5, , , ,1957,2,2,3,6,5,6,1,1,1,45,6,7,1,2,1,1,1,11/25/2019 22:30:30,11/25/2019 22:46:28
471186158,0.221148571776883,1,9,9,2,6,2,5,4,6,6,6,6,6,4,6,6,4,6,6,4,6,6,2,2,1,998,1,2,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,1,2,3,4,5,4,1,3,3,3,3,4,2,2,3,5,98,98,98,5,98,98,1,1,5, , , ,1977,2,1,3,1,1,10,2,7,2,45,4,2,11,6,2,4,7,11/26/2019 00:13:02,11/26/2019 00:21:16
1039761137,4.27263907733374,1,9,9,2,6,2,4,5,6,5,5,6,3,3,5,6,3,6,3,2,5,5,4,19,3,998,1,998,5,998,4,7,998,998,2,8,998,9,998,10,6,998,3,1,4,2,5,3,4,1,3,3,4,1,2,1,2,3,5,5,5,5,5,98,98,1,1,5,1,1,5,1976,2,2,2,5,2,2,1,2,1,45,2,4,1,1,1,1,3,11/26/2019 00:57:33,11/26/2019 01:15:00
1039685779,0.396772354738343,1,9,9,2,6,4,6,4,6,3,3,6,6,3,3,6,1,6,2,3,3,1,2,18,1,998,3,998,998,998,998,998,998,998,998,998,998,998,998,2,998,998,1,2,3,998,1,998,1,1,8,1,8,1,5,2,2,3,5,98,5,5,5,98,5,1,1,5, , , ,1963,1,1,5,1,1,10,2,6,2,45,5,2,11,2,1,1,2,11/26/2019 01:52:34,11/26/2019 01:58:37
1039957115,0.684528229912132,1,9,9,1,5,1,1,2,5,1,5,5,3,1,2,2,1,5,1,1,5,1,4,19,4,998,3,7,9,998,8,998,998,998,10,998,998,2,998,4,6,998,5,1,3,5,2,4,5,1,3,3,3,1,2,1,1,3,5,98,98,5,5,98,5,1,1,5,1,2,5,1963,1,1,5,1,1,11,1,1,1,45,1,1,11,6,2,4,6,11/26/2019 01:57:15,11/26/2019 02:05:15
1039723745,1.82916036935485,1,9,9,1,6,5,5,5,6,5,5,5,5,5,6,6,5,6,5,1,6,6,4,16,1,998,2,4,7,998,6,5,9,998,10,998,998,3,998,8,1,998,998,2,3,5,4,1,1,2,3,3,3,1,1,1,1,3,5,5,98,5,5,98,98,1,1,5, , , ,1969,1,1,2,5,1,5,1,1,1,45,2,2,1,2,2,3,5,11/26/2019 02:04:51,11/26/2019 02:16:39
1039205765,0.289402612219017,1,9,9,1,4,3,4,2,4,4,4,4,4,4,4,6,4,4,4,4,4,1,3,18,3,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,1,1,998,998,998,998,5,1,3,3,2,1,1,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1992,2,1,5,1,8,6,3,5,2,45,4,1,1,4,2,2,4,11/26/2019 02:11:13,11/26/2019 02:18:18
1040003675,0.225962992394881,1,9,9,1,6,4,4,6,6,4,6,6,6,4,6,6,3,6,6,4,6,4,1,2,5,998,1,998,998,998,998,998,998,998,998,998,998,2,998,998,998,998,998,1,5,3,2,4,1,1,3,3,3,3,4,3,2,3,5,98,5,5,5,98,5,1,1,5,1,2,5,1946,1,6,2,5,5,16,2,6,2,45,5,1,12,6,2,4,1,11/26/2019 02:29:48,11/26/2019 02:43:27
1039636253,1.02405801029509,1,9,9,1,6,1,6,2,6,6,6,6,6,5,6,6,2,6,5,2,6,6,4,2,3,998,1,998,3,998,998,998,998,998,6,998,998,4,998,5,2,998,998,1,3,4,5,2,1,1,3,3,3,3,5,3,1,3,5,5,5,5,5,5,98,1, , ,1,1,5,1963,2,2,3,3,4,97,1,1,1,45,6,2,1,1,1,1,1,11/26/2019 03:16:51,11/26/2019 03:25:54
1039956983,0.931734612382037,1,9,9,1,2,2,1,1,2,1,3,3,5,1,1,2,1,6,2,2,5,2,4,19,4,998,1,2,4,998,6,998,998,998,3,8,998,7,998,5,9,998,10,1,3,2,4,5,3,1,2,3,3,1,5,3,1,3,5,5,5,5,5,5,5,1,1,5,1,2,5,1946,1,1,6,1,5,8,3,3,1,45,3,1,5,5,2,3,5,11/26/2019 03:48:45,11/26/2019 03:58:14
1040004585,0.145494336902787,1,9,9,1,6,4,4,3,6,2,3,6,1,4,1,6,3,6,5,3,4,3,4,9,2,998,5,998,998,998,3,998,998,1,998,2,998,998,998,998,4,998,998,3,1,5,4,2,1,2,3,3,3,2,3,1,2,3,5,98,98,5,5,98,98,1,1,5,1,2,5,1987,1,1,6,1,4,8,3,4,7,45,3,2,9,6,2,4,7,11/26/2019 02:43:02,11/26/2019 05:54:07
1039913741,0.6120161641247,1,9,9,1,6,3,4,1,3,1,3,3,1,2,2,5,2,6,1,3,4,1,4,6,4,998,10,998,5,998,1,998,998,3,9,6,8,7,998,2,998,998,4,4,1,3,2,998,2,1,3,3,3,1,1,1,1,3,5,98,98,9,9,9,98,1,1,5,1,1,5,1955,1,1,3,1,1,12,1,1,6,45,3,1,11,6,2,4,1,11/26/2019 09:31:43,11/26/2019 09:49:26
1040099439,0.908058098325065,1,9,9,1,2,1,5,5,5,1,5,5,4,4,5,4,3,6,3,2,4,5,4,2,4,998,1,998,998,998,2,998,998,998,998,998,998,998,998,998,3,998,998,1,2,998,998,3,1,1,3,3,3,1,5,3,1,3,5,98,98,98,11,98,98,1,1,5,1,1,5,1949,1,1,3,1,5,97,1,1,1,45,2,1,11,5,2,3,6,11/26/2019 11:05:56,11/26/2019 11:16:21
1040099425,1.01275227642086,1,9,9,1,4,1,2,2,4,1,4,4,4,2,2,5,4,4,3,4,4,2,4,2,4,998,1,3,6,998,2,998,998,998,998,4,998,998,998,998,998,998,5,1,2,3,5,4,1,1,3,3,3,2,5,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1950,1,1,5,3,1,7,1,1,1,45,3,1,1,5,2,2,2,11/26/2019 11:14:05,11/26/2019 11:30:41
1040145951,0.192870699997277,1,9,9,1,5,1,3,1,5,2,1,5,4,2,1,2,3,5,5,3,4,2,4,10,4,998,3,9,4,998,5,6,998,998,2,1,7,998,998,10,998,998,8,3,2,1,5,4,2,1,3,8,4,4,1,3,2,3,5,98,98,5,5,98,98,1,1,5, , , ,1962,2,1,6,3,5,5,1,1,1,45,1,1,1,5,2,3,6,11/26/2019 12:17:12,11/26/2019 12:30:15
1039914081,0.458405093362836,1,9,9,1,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,3,10,1,998,998,998,998,2,9,8,3,4,998,998,998,998,7,6,5,1,4,2,5,3,5,2,4,8,4,8,5,8,3,3,5,98,98,98,5,98,98,1,1,5, , , ,1957,2,2,1,6,6,1,5,4,1,45,6,7,1,3,1,2,2,11/26/2019 12:41:33,11/26/2019 12:51:21
1040127327,0.63879738075971,1,9,9,1,2,2,2,2,2,3,3,3,4,2,2,5,4,6,1,2,4,1,4,18,4,998,1,2,9,998,998,7,998,998,8,6,998,10,998,3,5,998,4,1,3,2,5,4,1,1,3,3,3,1,5,3,8,8,98,98,98,98,98,98,98,2, , , , , ,1958,2,1,5,3,4,5,1,1,1,45,1,1,10,6,2,4,5,11/26/2019 13:07:38,11/26/2019 13:13:08
1040059989,2.98427260309636,1,9,9,1,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,2,5,5,3,13,2,998,2,998,998,998,998,998,998,998,998,998,998,1,998,998,3,998,998,2,998,998,1,3,4,1,3,3,3,1,2,3,8,8,98,98,98,98,98,98,98,8, , , , , ,1960,2,2,2,3,6,2,1,2,1,45,3,3,11,4,2,4,1,11/26/2019 13:29:06,11/26/2019 13:40:59
1038850425,0.939255614741463,1,9,9,1,4,1,6,5,6,4,4,4,4,4,6,6,2,4,1,4,6,4,4,15,2,998,2,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,998,1,998,998,2,998,2,1,3,3,1,2,5,3,2,3,5,98,98,5,5,98,98,1, , , , , ,1984,1,1,4,1,1,7,1,1,1,45,3,3,1,5,2,1,4,11/26/2019 13:47:32,11/26/2019 14:00:26
1040066571,0.328926775189154,1,9,9,1,5,1,2,2,6,1,3,5,4,1,2,1,2,5,5,1,5,5,4,6,4,998,2,998,998,998,1,998,998,998,3,998,998,998,998,998,998,998,998,2,1,3,998,998,1,1,3,3,3,1,1,1,2,1,5,98,98,98,5,98,98,1, , , , , ,1960,2,3,4,2,1,8,1,2,1,45,2,1,11,5,2,3,6,11/26/2019 13:57:31,11/26/2019 14:06:11
1040153531,0.505612901045716,1,9,9,1,4,4,4,1,4,3,3,6,4,3,1,3,3,6,3,3,4,3,4,11,2,998,998,998,2,998,998,998,998,998,998,1,998,3,998,998,4,998,5,5,3,4,1,2,5,2,3,3,3,3,2,1,5,8,98,98,98,98,98,98,98,1, , , , , ,1955,2,1,5,1,2,5,3,3,1,45,2,1,2,6,2,3,1,11/26/2019 14:24:59,11/26/2019 14:34:39
1040053391,0.766652406787029,1,9,9,2,5,1,5,2,2,1,2,5,4,2,2,5,3,6,2,2,4,5,4,2,4,998,1,10,4,9,2,8,998,998,5,7,998,6,998,998,3,998,998,1,2,4,5,3,4,1,3,3,3,1,3,3,2,3,5,5,98,5,5,98,98,1,1,5,1,1,5,1956,2,5,4,3,1,6,3,3,1,45,2,1,9,6,2,4,7,11/26/2019 15:17:26,11/26/2019 15:25:59
1040224493,0.650101777846809,1,9,9,1,5,2,4,1,5,1,2,5,4,1,1,2,4,6,4,2,4,3,4,4,2,998,7,998,1,998,4,8,998,998,3,2,6,998,998,998,5,998,998,4,3,1,5,2,2,2,3,3,4,2,1,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1953,2,1,5,5,9,6,1,1,1,45,3,1,11,5,2,4,7,11/26/2019 15:24:14,11/26/2019 15:30:14
1040235867,0.924191088650662,1,9,9,1,6,3,5,3,6,1,5,6,1,4,3,5,1,5,4,4,2,3,2,9,3,998,10,6,998,998,3,998,998,1,7,998,998,2,998,8,9,4,5,998,2,998,1,998,1,4,3,3,3,2,4,2,1,3,5,5,5,5,5,98,5,1,1,5,1,1,5,1960,1,1,6,4,5,3,3,3,3,45,2,1,5,4,2,3,1,11/26/2019 15:35:24,11/26/2019 15:49:44
1040146135,0.397864359647742,1,9,9,2,2,2,2,3,2,3,3,2,3,3,3,3,4,3,2,3,3,3,3,15,3,5,2,4,998,6,998,998,3,998,998,998,998,998,998,1,998,998,998,1,3,5,4,2,4,1,2,3,1,2,2,2,1,3,5,5,98,5,5,5,5,1,1,5, , , ,1973,1,1,6,1,1,13,3,5,7,45,4,2,1,4,1,2,1,11/26/2019 14:31:58,11/26/2019 15:58:27
1040221443,0.09195772657341,1,9,9,2,3,2,3,5,6,6,5,5,2,6,5,5,3,5,5,2,5,4,2,2,2,998,1,4,998,998,998,998,998,3,998,998,998,998,998,998,2,998,998,1,4,3,5,2,4,3,3,3,4,2,2,3,8,8,98,98,98,98,98,98,98,8, , , , , ,1990,2,1,6,1,1,9,2,6,5,45,4,3,1,2,1,1,1,11/26/2019 15:57:31,11/26/2019 16:09:29
1037115353,5.12947330226151,1,9,9,1,5,4,4,4,5,4,4,4,3,2,4,4,2,4,2,4,3,6,4,15,2,998,1,998,998,998,998,998,998,998,998,998,998,998,998,2,998,998,998,1,998,998,2,998,2,1,3,3,1,2,2,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1994,1,1,5,1,1,7,1,2,1,45,3,2,11,5,2,2,6,11/26/2019 14:04:02,11/26/2019 16:12:35
1040238819,0.6120161641247,1,9,9,1,6,3,3,2,6,1,3,6,3,2,3,6,1,6,3,2,6,6,4,13,2,998,5,6,4,998,2,9,998,998,8,998,998,1,998,7,3,998,10,4,2,5,1,3,1,2,3,3,3,2,2,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1957,1,1,4,5,4,3,4,3,7,45,1,1,11,6,2,4,7,11/26/2019 16:23:44,11/26/2019 16:30:47
1040060661,0.46777679760505,1,9,9,1,6,3,3,2,6,1,2,6,3,2,2,5,2,6,3,2,4,2,4,6,4,998,2,998,8,998,1,998,998,998,5,6,998,4,998,998,3,998,7,2,1,5,3,4,2,1,3,3,2,1,2,1,1,3,5,98,98,5,5,98,98,1,1,5,1,1,5,1951,2,1,6,1,1,10,1,1,1,45,2,1,12,4,2,3,6,11/26/2019 16:35:04,11/26/2019 16:45:42
1040250191,0.177660535337066,1,9,9,1,5,4,4,4,5,4,5,5,5,4,3,5,4,5,5,4,5,5,5,19,2,998,2,998,998,998,998,998,998,998,998,998,998,1,998,998,998,998,998,2,998,998,1,998,5,1,3,3,1,2,4,2,1,3,5,98,5,5,5,5,5,1,1,5,1,2,5,1938,1,1,6,1,5,10,3,8,2,45,3,1,1,5,2,2,5,11/26/2019 16:37:15,11/26/2019 16:47:32
1039460209,0.490678852362798,1,9,9,1,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,4,4,4,4,13,2,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,998,998,998,998,998,998,1,998,5,4,3,3,3,2,4,3,2,3,5,98,98,98,98,98,5,1,1,5,1,1,5,1959,2,1,3,6,1,7,3,3,4,45,1,1,10,6,2,4,7,11/26/2019 16:51:53,11/26/2019 16:58:03
1040045651,0.285483920580434,1,9,9,1,4,4,4,4,4,1,4,4,5,4,4,4,4,4,4,4,4,4,1,9,3,4,998,10,998,5,998,998,7,1,998,2,998,998,6,8,998,3,9,997,997,997,997,997,5,1,3,3,3,3,4,2,2,3,5,98,98,5,5,98,98,1,1,5,1,2,5,1958,1,5,2,1,5,7,2,7,2,45,5,1,2,1,1,1,1,11/26/2019 16:57:45,11/26/2019 17:13:06
1040206049,0.46777679760505,1,9,9,1,5,3,4,2,6,3,2,4,5,3,3,5,1,3,4,1,5,4,4,13,2,998,5,998,4,998,6,8,998,998,3,10,9,1,7,998,2,998,998,4,5,3,1,2,4,2,1,3,3,2,5,3,1,3,5,98,5,5,9,9,98,1,1,5,1,1,5,1954,2,1,6,3,6,2,1,1,1,45,1,1,5,2,2,1,3,11/26/2019 17:11:03,11/26/2019 17:21:41
1040079767,0.0644423792275618,1,9,9,1,1,2,3,1,5,2,2,2,4,2,1,2,3,5,4,3,3,2,4,11,4,2,5,998,4,998,3,6,998,998,998,1,998,998,998,998,998,998,998,2,1,3,5,4,2,1,1,2,2,1,1,1,1,3,5,5,98,5,5,5,5,1,1,5,1,2,5,1980,1,1,6,5,1,11,3,4,1,45,3,1,2,4,2,1,2,11/26/2019 17:25:56,11/26/2019 17:31:35
1040192975,1.05850544536154,1,9,9,1,6,1,6,6,6,6,6,6,6,6,6,6,1,6,1,1,6,6,4,2,4,10,1,998,998,7,6,998,998,998,998,8,5,2,998,3,4,9,998,1,4,5,2,3,2,1,3,3,3,1,2,2,2,3,5,98,5,5,5,98,98,1, , ,1,1,5,1989,2,6,4,5,6,2,1,1,1,45,3,3,11,5,2,1,6,11/26/2019 18:01:50,11/26/2019 18:08:26
1040250193,1.22374614550272,1,9,9,1,3,3,4,4,3,4,4,3,1,4,4,4,4,4,4,4,2,3,3,9,2,998,998,998,998,998,998,998,998,1,998,998,998,998,998,998,998,998,998,997,997,997,997,997,1,4,1,3,2,2,2,1,2,3,98,98,98,98,98,98,5,1, , ,1,2,5,1985,1,1,2,5,7,7,1,1,7,45,2,1,10,6,2,4,6,11/26/2019 19:05:31,11/26/2019 19:15:48
1040179017,0.798446521831052,1,9,9,1,6,3,2,2,6,1,2,4,2,3,2,6,3,6,2,2,4,2,4,6,2,998,998,3,4,998,1,5,998,998,8,9,998,10,998,2,7,998,6,4,1,3,5,2,5,2,3,3,2,3,1,2,1,3,5,5,98,5,5,98,98,1,1,5,1,1,5,1952,1,1,2,1,5,9,1,1,1,45,3,1,11,6,2,4,7,11/26/2019 19:14:29,11/26/2019 19:24:58
1040332371,0.868317507766742,1,9,9,1,6,1,4,4,6,1,3,2,4,2,5,6,2,6,1,1,4,5,4,6,4,998,2,9,10,998,1,998,8,998,6,7,998,5,998,4,3,998,998,2,1,5,4,3,2,1,3,8,3,1,1,1,2,3,5,98,98,5,5,98,98,1,1,5,1,1,5,1954,2,1,4,1,5,10,1,1,1,45,2,1,11,6,2,3,7,11/26/2019 19:19:58,11/26/2019 19:32:34
1040309375,0.180134337889678,1,9,9,1,1,1,2,1,3,2,3,4,2,1,1,3,3,2,2,1,2,2,1,3,3,5,10,1,3,6,4,9,998,998,998,998,998,8,998,998,998,2,7,5,3,4,2,1,1,1,2,1,2,1,1,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1981,2,1,5,1,1,8,3,5,2,45,1,1,2,4,2,2,5,11/26/2019 19:43:23,11/26/2019 19:53:35
1040332377,0.766652406787029,1,9,9,1,6,3,3,2,6,2,5,6,3,1,3,6,2,6,3,2,3,3,4,10,4,998,5,9,6,998,2,10,998,8,1,7,998,4,998,998,3,998,998,5,3,2,4,1,1,2,1,2,3,1,5,2,1,3,5,98,98,5,5,98,5,1,1,5,1,1,5,1957,2,6,5,1,1,97,3,3,1,45,3,1,12,6,2,3,5,11/26/2019 20:26:11,11/26/2019 20:35:43
1040385077,0.513701552672303,1,9,9,1,5,2,5,2,4,2,5,5,4,2,5,4,2,5,5,2,4,4,4,6,4,998,5,998,2,998,1,998,998,998,3,998,998,4,998,998,6,998,998,4,1,2,5,3,3,2,3,3,3,1,3,2,2,3,9,98,98,7,9,98,98,1,1,5, , , ,1976,2,1,3,1,7,15,1,2,1,45,2,1,2,6,2,4,3,11/26/2019 20:55:40,11/26/2019 21:01:53
1040127755,1.24266420076275,1,9,9,1,6,1,2,6,2,5,5,6,5,2,5,6,2,5,1,2,2,2,4,2,1,998,1,4,998,998,998,6,998,998,998,998,998,3,998,2,998,998,5,1,5,4,3,2,3,1,3,3,3,1,5,2,2,3,5,98,98,98,5,98,98,1,1,5, , , ,1951,1,2,4,1,5,7,1,1,1,45,4,1,1,5,1,1,2,11/26/2019 21:03:41,11/26/2019 21:17:14
1040398581,0.63879738075971,1,9,9,1,6,3,3,2,6,1,6,6,5,2,5,6,3,6,2,1,6,6,4,19,3,998,998,998,998,998,1,998,998,998,998,998,998,998,998,998,2,998,998,4,2,3,5,1,3,2,3,3,4,1,1,1,3,3,5,98,98,5,98,98,98,1,1,5,1,1,5,1961,2,1,5,1,2,12,1,1,1,45,1,1,9,6,2,4,7,11/26/2019 21:15:18,11/26/2019 21:21:45
1040368609,0.948544717628285,1,9,9,1,5,1,2,2,5,5,6,5,6,5,6,6,4,5,5,4,6,5,4,2,4,4,1,3,2,998,5,998,6,998,8,998,10,998,998,7,998,9,998,1,2,4,5,3,5,1,3,3,3,1,5,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1957,2,2,3,3,1,6,1,1,1,45,3,3,1,4,2,1,1,11/26/2019 21:12:58,11/26/2019 21:22:17
1040221435,2.48734677439328,1,9,9,2,6,2,6,5,6,5,5,5,6,5,5,6,1,6,5,2,6,2,4,16,3,998,3,998,8,998,7,9,998,998,6,10,998,1,998,5,2,998,4,2,5,4,1,3,4,3,3,2,3,2,5,2,3,3,5,98,98,98,5,98,98,1, , , , , ,1985,2,2,4,5,1,3,5,3,1,45,2,4,11,6,2,4,6,11/26/2019 21:34:33,11/26/2019 21:41:13
1040385081,0.087723220808436,1,9,9,1,4,4,4,4,4,4,4,4,2,4,4,4,1,6,3,2,4,2,4,13,3,998,998,998,998,998,998,998,998,2,998,998,998,1,998,998,3,998,4,998,998,998,1,2,2,2,3,3,3,2,5,2,2,3,5,98,98,9,9,11,98,1,1,5,1,1,5,1983,1,1,3,1,1,5,3,4,4,45,1,1,10,6,2,4,7,11/26/2019 21:44:47,11/26/2019 22:05:59
1040423547,0.116697520848082,1,9,9,1,5,5,4,4,5,4,5,5,5,4,5,4,4,5,4,4,5,5,2,9,2,5,998,998,998,2,998,9,7,1,998,3,4,998,6,998,998,8,10,4,2,3,1,5,3,4,3,3,3,2,5,1,1,3,5,5,5,5,5,98,5,1,1,5,1,2,5,1963,1,1,4,5,2,2,4,4,2,45,4,1,1,5,2,3,3,11/26/2019 22:09:13,11/26/2019 22:17:38
1040142331,0.00123595730681293,1,9,9,2,6,4,5,2,6,2,5,6,6,2,6,6,2,6,2,2,6,5,4,16,2,998,998,998,4,998,998,998,998,998,2,998,998,3,998,998,1,998,998,998,998,2,3,1,2,2,8,8,3,2,5,3,2,3,5,98,98,9,9,98,98,1,1,5, , , ,1953,2,2,5,1,5,6,3,3,1,45,4,1,6,2,2,1,1,11/26/2019 22:23:04,11/26/2019 22:33:59
1040439615,1.15758721270098,1,9,9,1,6,3,4,5,6,3,5,5,6,3,3,6,1,6,6,2,6,2,4,13,3,998,998,998,998,998,5,998,998,998,4,998,998,1,998,998,2,998,3,5,4,3,1,2,2,2,3,3,3,2,2,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1989,2,1,5,1,1,8,1,2,1,45,2,1,10,6,2,4,6,11/26/2019 22:50:43,11/26/2019 23:04:58
1040451247,0.950162106312883,1,9,9,2,2,3,3,5,3,2,4,3,2,3,4,4,2,4,4,2,2,5,4,16,2,998,998,7,998,998,3,998,998,4,5,10,6,1,8,9,2,998,998,5,3,2,4,1,4,2,3,3,2,2,5,1,8,8,98,98,98,98,98,98,98,8, , , , , ,1977,2,2,3,5,1,3,1,2,1,45,2,3,1,2,1,1,4,11/26/2019 23:29:40,11/26/2019 23:40:09
1040250203,1.02429291812647,1,9,9,1,5,1,5,2,2,1,2,6,2,2,2,6,1,6,1,6,2,2,4,16,2,998,4,998,8,998,5,998,998,10,7,998,998,2,998,6,1,3,9,3,4,5,1,2,3,2,3,8,1,2,2,1,8,3,98,98,98,98,98,98,98,1, , , , , ,1954,2,1,6,3,2,5,1,1,1,45,1,2,11,5,2,4,6,11/27/2019 00:08:41,11/27/2019 00:16:57
1040500833,3.01907790084331,1,9,9,1,3,4,4,2,6,3,3,6,1,4,3,5,1,5,4,4,2,2,4,9,3,998,998,998,998,998,998,998,998,1,998,998,998,2,998,998,998,998,998,998,998,998,1,998,2,4,3,3,3,2,1,1,2,1,4,98,11,11,11,98,98,1, , ,1,1,4,1987,1,1,5,5,1,4,1,1,1,45,1,1,10,6,2,4,7,11/27/2019 02:47:15,11/27/2019 02:56:09
1040523413,0.54615814479952,1,9,9,1,6,4,4,4,6,4,4,6,1,4,6,6,2,6,6,4,6,6,1,9,2,3,998,998,998,5,998,998,8,1,998,7,998,2,6,998,998,4,998,2,3,5,1,4,5,1,2,1,1,3,4,2,8,8,98,98,98,98,98,98,98,8, , , , , ,1971,1,5,6,6,1,10,1,1,2,45,3,3,1,6,1,1,7,11/27/2019 02:54:27,11/27/2019 03:07:08
1040153453,0.70837753893848,1,9,9,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,998,5,4,6,998,7,10,2,998,998,1,3,998,998,998,9,8,998,2,1,4,5,3,3,3,1,2,1,1,5,3,8,8,98,98,98,98,98,98,98,8, , , , , ,1992,2,1,4,5,2,1,5,8,7,45,3,2,1,3,1,2,2,11/26/2019 16:47:21,11/27/2019 04:58:33
